,id,title,daoId,juniorDescription,middleDescription,seniorDescription,startAt,endAt,author,createdAt,snapshotId,discussionLink,snapshotLink,userId,issueNumber,seniorLength,middleLength,juniorLength,sum_sent_count,text_sent_count,sum_word_count,text_word_count,sum_char_count,text_char_count,sum_word_density,text_word_density,sum_sent_density,text_sent_density,sum_punc_count,text_punc_count,text_stopw_count,sum_stopw_count,sum_stopw_density,text_stopw_density,GPT4_summary,GPT3_5_turbo_summary
400,479,Fast bridging support and co-incentives for sUSD,23,"This proposal is suggesting that the HOP Protocol provide support for fast bridging between Optimism and ETH Mainnet. To incentivize liquidity growth in sUSD/hsUSD LPs on Optimism, Synthetix Treas...","This proposal is suggesting that the HOP Protocol provide support for fast bridging between Optimism and ETH Mainnet. To incentivize liquidity growth in sUSD/hsUSD LPs on Optimism, Synthetix Treas...",Summary : This is a proposal for HOP protocol to offer fast bridging support for sUSD between Optimism and ETH Mainnet. The Synthetix Treasury Council has committed to incentivizing liquidity grow...,1676301412000,1676733412000,0x46abFE1C972fCa43766d6aD70E1c1Df72F4Bb4d1,1676304007907,0x6873b0667012c18765693acc0e9005318c6d65d68ada6d6ae50edeba6ea75ecc,https://forum.hop.exchange/t/request-for-comment-fast-bridging-support-and-co-incentives-for-susd/658,https://snapshot.org/#/hop.eth/proposal/0x6873b0667012c18765693acc0e9005318c6d65d68ada6d6ae50edeba6ea75ecc,,402.0,1153,588,588,5,10,104,190,489,973,0.212245,0.195072,0.047619,0.052356,13,33,60,39,0.371429,0.314136,This proposal asks HOP Protocol to support quick transfers of sUSD (a digital currency) between the Optimism network and the main Ethereum network. This plan is backed by the Synthetix Treasury Co...,"This proposal suggests that the HOP protocol should provide a fast bridge between the Optimism and ETH Mainnet for sUSD, a digital asset used in the Synthetix ecosystem. The Synthetix Treasury Cou..."
401,480,[GIP-45] Support/Maintenance of Risk Reports,26,"This proposal is to switch from supporting the risk monitoring reports created by Amantay with a regular payment to a grant-based approach, where $5k and 333,333 GEAR will be granted for each init...","This proposal is to switch from supporting the risk monitoring reports created by Amantay with a regular payment to a grant-based approach, where $5k and 333,333 GEAR will be granted for each init...","Summary. This is a proposal to switch supporting the risk monitoring reports created by Amantay to a grant-based approach $5k per initiative cycle (3 months) and the corresponding 333,333 GEAR per...",1676305519000,1676564719000,0x81E886E84542846558aD409519BBAbF152Fd2c08,1676305808548,0x2d77246ae74f8b5b284a1084708f78c82ea30d5f57e9e586d06e3fd9d3de9804,,https://snapshot.org/#/gearbox.eth/proposal/0x2d77246ae74f8b5b284a1084708f78c82ea30d5f57e9e586d06e3fd9d3de9804,,403.0,1782,598,596,3,14,100,248,498,1556,0.200401,0.159281,0.029703,0.056225,13,93,83,40,0.396040,0.333333,"This proposal suggests changing the support for risk monitoring reports, made by an independent contributor named Amantay, to a grant-based system of $5000 and 333,333 GEAR tokens every three mont...","This proposal suggests changing the way support is provided for risk monitoring reports created by Amantay. Instead of relying on regular tasks, the proposal suggests granting $5k and 333,333 GEAR..."
402,481,[FIP - 186] Deploy Fraxferry for FRAX (Aurora),14,"This proposal is proposing to deploy a Fraxferry, which is a tool designed to simplify the cross-chain bridging of assets, for the token called FRAX. The details given in the table state that it w...","This proposal is proposing to deploy a Fraxferry, which is a tool designed to simplify the cross-chain bridging of assets, for the token called FRAX. The details given in the table state that it w...","Authors. Takeo. Summary. Deploy a Fraxferry for FRAX between Ethereum Mainnet and Aurora, with the following details: |Parameter|Value| | --- | --- | |Ethereum Token address|[hexadecimals] (FRAX)|...",1676316153000,1676748153000,0xc3d6f21c79C2567A1858d8b93a4EDBD9dB399d9d,1676316607406,0x1c844e1bd646e9545564b0a731f845cfb6c386fba2fe4932eddc8a9ad69b796b,https://gov.frax.finance/t/fip-186-deploy-fraxferry-for-frax-aurora/2133,https://snapshot.org/#/frax.eth/proposal/0x1c844e1bd646e9545564b0a731f845cfb6c386fba2fe4932eddc8a9ad69b796b,,404.0,686,540,540,3,7,90,96,452,594,0.198675,0.161345,0.032967,0.072165,8,60,29,40,0.439560,0.298969,"The author, Takeo, is proposing to set up a Fraxferry for the FRAX token to bridge between the Ethereum Mainnet and Aurora. This essentially means creating a safe and simple system for transferrin...","This proposal suggests deploying a Fraxferry to allow easier transfer of FRAX tokens between Ethereum Mainnet and Aurora. The Fraxferry will have specific parameters, such as a 1-hour wait period ..."
403,482,Reduce Trading Rewards by ~45%,19,"The passage is about a proposal to reduce Trading Rewards for DYDX tokens, which are used on the V4 Vanguard forum. The proposal suggests reducing Trading Rewards from 2,876,712 DYDX to 1,582,192 ...","The passage is about a proposal to reduce Trading Rewards for DYDX tokens, which are used on the V4 Vanguard forum. The proposal suggests reducing Trading Rewards from 2,876,712 DYDX to 1,582,192 ...","Summary: As part of our [V4 Vanguard Post]([link]), we propose to reduce Trading Rewards by ~45% In the current market downturn, we believe Trading Rewards remain excessive and are the highest con...",1676410465000,1676756065000,0xB933AEe47C438f22DE0747D57fc239FE37878Dd1,1676324708477,0xf6560afee2b771db087a9bf67abb1aa98023cabff066c0e7033fb83d2980179c,https://forums.dydx.community/discussion/9949-drc-reduce-trading-rewards-by-45,https://snapshot.org/#/dydxgov.eth/proposal/0xf6560afee2b771db087a9bf67abb1aa98023cabff066c0e7033fb83d2980179c,,405.0,764,562,561,5,7,100,125,468,647,0.213220,0.192901,0.049505,0.055556,13,38,43,41,0.405941,0.341270,"We're suggesting a major cut in Trading Rewards by about 45% as we believe they're too high and are causing too much yearly token inflation. In simple terms, the tokens saved from this will go int...",We are proposing to lower Trading Rewards by about 45% in order to address the current market downturn. We believe that the rewards are too high and contribute to a large amount of yearly token in...
404,483,[ARFC] Add BAL Ethereum v3,3,"This proposal is asking Aave to list the cryptocurrency BAL on their Ethereum v3 Liquidity Pool. Because of the strategic relationship between Balancer and Aave, listing BAL on Aaves v3 is a prior...","This proposal is asking Aave to list the cryptocurrency BAL on their Ethereum v3 Liquidity Pool. Because of the strategic relationship between Balancer and Aave, listing BAL on Aave's v3 is a prio...",--- title: [ARFC] Add BAL Ethereum v3. Author: @Llamaxyz - DeFi_Consultants & @solarcurve (Balancer DAO) Dated: 2023-01-31. --- Summary. This proposal presents Aave the opportunity to onboard BAL ...,1676458800000,1676718000000,0xc290Cfb8D020c0615e9C63036f4319Cc41717E68,1676372408309,0xe394799e4d006c15e0cb13155701de495888b7e7dad8f917a6b5dd1c8106cea5,https://governance.aave.com/t/arfc-add-bal-ethereum-v3/11523,https://snapshot.org/#/aave.eth/proposal/0xe394799e4d006c15e0cb13155701de495888b7e7dad8f917a6b5dd1c8106cea5,,406.0,2976,435,434,4,26,71,461,364,2548,0.194521,0.180855,0.055556,0.056277,6,236,121,29,0.402778,0.261905,"This proposal suggests adding BAL, the Balancer token, to the Aave Ethereum v3 Liquidity Pool. The idea is to use profits from the pool to increase usage of Aave's new products. Balancer and Aave ...","This proposal suggests that Aave should add the BAL token to its Ethereum v3 Liquidity Pool. BAL is an important asset for Aave, and any BAL earned from the pool can be used to support the adoptio..."
405,484,[ARC] Add Safety module support for Aave V3 Ethereum market,3,This proposal is about giving Aave Ethereum V3 users the same level of protection as Aave V2 users by adding support for the Safety Module - a set of smart contracts that allow holders to stake th...,This proposal is about giving Aave Ethereum V3 users the same level of protection as Aave V2 users by adding support for the Safety Module - a set of smart contracts that allow holders to stake th...,title: [ARC] Add Safety module support for Aave V3 Ethereum market. Author: @marczeller - Aave-Chan Initiative. Dated: 2023-01-31. Simple Summary. This proposal presents Aave with the opportunity ...,1676455200000,1676714400000,0x329c54289Ff5D6B7b7daE13592C6B1EDA1543eD4,1676379607884,0x2cbfeb5c5329c4d1720dbae4045386fceb2d2a9bd5b42a81cee47ea5c934f491,https://governance.aave.com/t/arc-add-safety-module-support-for-aave-v3-ethereum-market/11524,https://snapshot.org/#/aave.eth/proposal/0x2cbfeb5c5329c4d1720dbae4045386fceb2d2a9bd5b42a81cee47ea5c934f491,,407.0,2244,444,443,2,21,80,378,363,1871,0.219780,0.201923,0.024691,0.055409,4,52,138,32,0.395062,0.364116,This proposal suggests providing support to the latest version of the Aave protocol (Aave V3) through the Safety Module which currently secures previous versions. This means users of Aave V3 will ...,This proposal suggests including a Safety module for Aave V3 Ethereum market. The Safety module allows AAVE and aBPT token holders to stake their tokens in exchange for a share of the Safety Incen...
406,486,S17 - Gitcoin Passport Budget,27,"This passage is about a proposal for funding the Gitcoin Passport Workstream (GP) for Season 17. The requested funds will be used to grow the number of Passport holders, introduce and test new sco...","This passage is about a proposal for funding the Gitcoin Passport Workstream (GP) for Season 17. The requested funds will be used to grow the number of Passport holders, introduce and test new sco...",This is a funding proposal for the Gitcoin Passport Workstream (GP) requesting the ratification of budgetary funds for Season 17. This season the Passport workstream is going to focus on the follo...,1676388360000,1677004200000,0xc2E2B715d9e302947Ec7e312fd2384b5a1296099,1676396708657,0xd87e0ae2a52d68860616dd21d4e0ddc552d672712d2e11a52e08a27213106108,https://gov.gitcoin.co/t/s17-proposal-integrated-gitcoin-passport-budget-request/12727,https://snapshot.org/#/gitcoindao.eth/proposal/0xd87e0ae2a52d68860616dd21d4e0ddc552d672712d2e11a52e08a27213106108,,408.0,1284,456,456,4,10,81,218,378,1066,0.213720,0.204311,0.048780,0.045662,12,40,84,33,0.402439,0.383562,"This is a proposal asking for funding for the Gitcoin Passport project for the upcoming season, with a focus on increasing the number of users and developing new features. We are asking for 281,53...",This funding proposal is for the Gitcoin Passport Workstream to receive budgetary funds for their activities in Season 17. They aim to increase the number of Passport holders and the integration o...
407,488,S17 - DAO Ops Proposal,27,"This passage is a proposal from the DAO Operations Workstream for budgetary funds for Season 17. They are not asking for any money this season, and will likely be returning some of the funds to th...","This passage is a proposal from the DAO Operations Workstream for budgetary funds for Season 17. They are not asking for any money this season, and will likely be returning some of the funds to th...","This is a funding proposal for the DAO Operations Workstream (DAO Ops) requesting the ratification of budgetary funds for Season 17. This season the DAO Ops team is not requesting any funds, and w...",1676398170000,1677002400000,0x7E052Ef7B4bB7E5A45F331128AFadB1E589deaF1,1676398503741,0x56c27b3211b9594e10fb7c2b03b3b1d1d18965acdec93006f62bce00de8fbdf7,https://gov.gitcoin.co/t/s17-proposal-dao-ops-budget-request-integrated/12741/13,https://snapshot.org/#/gitcoindao.eth/proposal/0x56c27b3211b9594e10fb7c2b03b3b1d1d18965acdec93006f62bce00de8fbdf7,,409.0,756,700,625,5,8,103,125,524,629,0.196190,0.198413,0.048077,0.063492,17,26,47,45,0.432692,0.373016,"This is a plan asking for approval on budget for the DAO Operations Workstream (DAO Ops) for Season 17. But interestingly, this time, the team isn't asking for any money and might even give back s...","This is a funding proposal for the DAO Operations Workstream (DAO Ops) for Season 17. In this season, the DAO Ops team is not asking for any money and may even give back some funds to the DAO trea..."
408,489,S17 - MMM Budget Proposal,27,"MMM is requesting a budget of $414,041 for the season 17 to fund a successful marketing push at ETHDenver, launch a new Gitcoin website, finalize branding strategies and visual identities, launch ...","MMM is requesting a budget of $414,041 for the season 17 to fund a successful marketing push at ETHDenver, launch a new Gitcoin website, finalize branding strategies and visual identities, launch ...","This is a funding proposal for the MMM Workstream requesting ratification of budgetary funds for Season 17. TL;DR. In Season 17, MMM will continue its focus on a successful protocol launch at ETHD...",1676401730000,1677006480000,0x8F48282e50B0210bd7c7DD69C54205E98b9Ef5D9,1676402104358,0xb39cf2f698f8756eafe9378479b69dc28f563d64fc1c64afddbc5374a206d2fa,,https://snapshot.org/#/gitcoindao.eth/proposal/0xb39cf2f698f8756eafe9378479b69dc28f563d64fc1c64afddbc5374a206d2fa,,410.0,1695,394,394,2,14,62,261,334,1433,0.185075,0.182008,0.031746,0.053435,8,61,84,22,0.349206,0.320611,"This is a funding request for $414,041 for the MMM Workstream's Season 17 activities. The main goals for this season are to promote our protocol at ETHDenver event, support the re-launch of the Gi...","This funding proposal is for MMM's Season 17. They want to focus on launching their protocol at ETHDenver, supporting the relaunch of Gitcoin Grants Program, building awareness of their brand, and..."
409,490,[ARC] Community Risk Preference on Aave V3 Borrow/Supply Caps,3,"The proposal is asking the community to decide which assumptions they would like Aave protocols on non-Ethereum chains (e.g., Optimism and Avalanche) to follow when it comes to liquidity condition...","The proposal is asking the community to decide which assumptions they would like Aave protocols on non-Ethereum chains (e.g., Optimism and Avalanche) to follow when it comes to liquidity condition...",More details can be found in the forum post [here]([link]) This Snapshot vote contains the below options: 1. Conservative Assumption. 2. Aggressive Assumption. 3. Conservative Assumption only for ...,1676494800000,1677013200000,0xDD659911EcBD4458db07Ee7cDdeC79bf8F859AbC,1676404807691,0xb4c756ac701b5cbc0ec2d832652e4f1c820aa40f7d9be18eb81f87080a52c5f1,https://governance.aave.com/t/arc-gauntlet-borrow-supply-cap-updates-for-aave-v3-op-and-aave-v3-avax-2023-01-27/11488,https://snapshot.org/#/aave.eth/proposal/0xb4c756ac701b5cbc0ec2d832652e4f1c820aa40f7d9be18eb81f87080a52c5f1,,411.0,1113,671,671,3,14,99,165,576,955,0.171577,0.172594,0.030000,0.084337,24,50,56,30,0.300000,0.337349,"This Snapshot vote is about how we should consider liquidity for the Aave protocols that are on non-Ethereum chains like Optimism and Avalanche. Essentially, we're deciding if we should use a cons...","This proposal is about voting to make assumptions regarding liquidity in different markets. The options include a conservative assumption, an aggressive assumption, a conservative assumption only ..."
410,491,S17 - FDD Budget Request,27,"This proposal is asking for $123,694 from the treasury to complete a budget of $340,314 for FDD Season 17. The overall purpose of this budget would be to support the dissolution effort of FDD and ...","This proposal is asking for $123,694 from the treasury to complete a budget of $340,314 for FDD Season 17. The overall purpose of this budget would be to support the dissolution effort of FDD and ...","FDD is requesting $123,694 from the treasury to complete a budget of $340,314 for S17. A breakdown of the budget & deliverables can be found at the link to the proposal. Option 1 = Yes, fund FDD S...",1676407359000,1676995200000,0x01Cf9fD2efa5Fdf178bd635c3E2adF25B2052712,1676407508097,0xf185198f0b0b7dacfcfd0e25d6129ed2b8a2fa40e5f527c38e966ebad0417284,https://gov.gitcoin.co/t/s17-proposal-integrated-fdd-budget-request/12738,https://snapshot.org/#/gitcoindao.eth/proposal/0xf185198f0b0b7dacfcfd0e25d6129ed2b8a2fa40e5f527c38e966ebad0417284,,412.0,1419,565,565,4,13,101,262,467,1173,0.215812,0.223169,0.039216,0.049430,11,77,81,40,0.392157,0.307985,"FDD is asking for $123,694 from the treasury to reach their budget of $340,314 for Season 17. This money will be used to finish their projects and then close the workstream. There are three option...","The FDD is asking for $123,694 from the treasury to complete their budget for Season 17, which is a total of $340,314. There are three options: Option 1 is to fund FDD's Season 17 budget and suppo..."
411,493,[ARFC] Add CRV to Ethereum v3,3,"This is a proposal presented to Aave that suggests adding CRV to the Ethereum v3 Liquidity Pool. There is an ongoing demand for CRV due to its use cases and revenue opportunities, but borrowing ha...","This is a proposal presented to Aave that suggests adding CRV to the Ethereum v3 Liquidity Pool. There is an ongoing demand for CRV due to its use cases and revenue opportunities, but borrowing ha...",--- title: [ARFC] Add CRV to Ethereum v3. - DeFi_Consulting @dydymoon. Dated: 2023-02-01. --- Summary. This proposal presents Aave the opportunity to onboard CRV to the Ethereum v3 Liquidity Pool....,1676462400000,1676721600000,0xc290Cfb8D020c0615e9C63036f4319Cc41717E68,1676408404854,0xa0b5336692735fb4288537646aec5819cb4cbf01fc3a8a7cb06c9e62db708055,https://governance.aave.com/t/arfc-add-crv-to-ethereum-v3/11532,https://snapshot.org/#/aave.eth/proposal/0xa0b5336692735fb4288537646aec5819cb4cbf01fc3a8a7cb06c9e62db708055,,414.0,3531,536,536,4,30,93,569,444,3001,0.208989,0.189540,0.042553,0.052632,6,228,168,38,0.404255,0.294737,"This proposal aims to add CRV to Aave's Ethereum v3 Liquidity Pool, which could enhance the adoption of GHO, a new development by Aave. The reason behind this is that CRV is a significant revenue-...","This proposal suggests adding CRV, a strategic asset, to the Ethereum v3 Liquidity Pool. Aave can benefit from the CRV earned by creating veCRV, which can be used to boost the adoption of GHO, a n..."
412,494,S17 - Public Goods Funding Budget Proposal,27,This is a proposal requesting that funds be allocated to the Public Goods Funding Workstream for Season 17. The goals of this season are to prepare the protocol for growth and set up an infrastruc...,This is a proposal requesting that funds be allocated to the Public Goods Funding Workstream for Season 17. The goals of this season are to prepare the protocol for growth and set up an infrastruc...,This is a funding proposal for the Public Goods Funding Workstream requesting ratification of budgetary funds for Season 17. TL;DR. Our main goals for S17 are twofold: Protocol growth readiness an...,1676414448000,1677030000000,0x7eD3a2CF96B6419De99cE3C95768C74b85995aDf,1676414706948,0xbd3d16c7962913042b8e3dc5644b955f0922b35e356e0a5d89fb6b597ab2c366,,https://snapshot.org/#/gitcoindao.eth/proposal/0xbd3d16c7962913042b8e3dc5644b955f0922b35e356e0a5d89fb6b597ab2c366,,415.0,1084,581,580,4,9,98,175,484,913,0.202062,0.191466,0.040404,0.051136,12,24,56,37,0.373737,0.318182,"This proposal is requesting a budget for Season 17 to help grow our protocol and make the Gitcoin Grants Program ready. Basically, we want to improve our systems and create guides to help communit...",This funding proposal is for Season 17 and has two main goals: preparing the protocol for growth and getting the Gitcoin Grants Program ready. They want to create guides and run test rounds to hel...
413,495,Stargate Market Maker - Preserving CEX Listings,13,"The proposal is about engaging a market maker named GSR to provide liquidity for the STG token on centralized exchanges. If enough positive signals are given, then it will move forward with a vote...","The proposal is about engaging a market maker named GSR to provide liquidity for the STG token on centralized exchanges. If enough positive signals are given, then it will move forward with a vote...",Engaging a market maker for Stargate was proposed in SIP 24 ([link]) and 25 ([link]) Both posts ended with a positive signal but did not hit the 70% quorum required for them to move forwards ([lin...,1676440254000,1676699454000,0xCff5be1cf3C7Cfe073Ade82d1dC27be33c998D6e,1676440807763,0x82586192cf58f438cfee7101afde68df11ab3be071a6f7c05d1a3e8506836ee2,https://commonwealth.im/stargatetoken/discussion/9913-stargate-market-maker-preserving-cex-listings,https://snapshot.org/#/stgdao.eth/proposal/0x82586192cf58f438cfee7101afde68df11ab3be071a6f7c05d1a3e8506836ee2,,416.0,4515,740,740,4,32,134,758,610,3768,0.219313,0.201114,0.029630,0.042161,12,109,308,59,0.437037,0.405797,"The Stargate Foundation is dealing with a potential liquidity issue for its STG token, which could result in being delisted from some exchanges. To tackle this, they have proposed engaging a marke...","The Stargate DAO is considering engaging a market maker, GSR, to address liquidity issues with the STG token on centralized exchanges. If the community shows enough interest, the proposal will be ..."
414,496,AIP - 46: Add new collateral assets to the Borrowing module,16,This proposal is asking people to vote on whether or not they should start accepting 6 new assets as collateral for the Angle Borrowing Module on Optimism and Arbitrum. The parameters for these as...,This proposal is asking people to vote on whether or not they should start accepting 6 new assets as collateral for the Angle Borrowing Module on Optimism and Arbitrum. The parameters for these as...,This is a vote to start accepting new collateral assets for the Borrowing module on Optimism and Arbitrum. On Ethereum: - [LUSD-3CRV Curve LP token]([link]) staked on Convex or StakeDAO. - [Curve ...,1676449594000,1676881594000,0xfdA462548Ce04282f4B6D6619823a7C64Fdc0185,1676446208323,0x63d1050225f16337f3556db9a3739f574dabd2a87775632142411cc4302a18d7,https://gov.angle.money/t/aip-46-add-new-collateral-assets-to-the-borrowing-module/559,https://snapshot.org/#/anglegovernance.eth/proposal/0x63d1050225f16337f3556db9a3739f574dabd2a87775632142411cc4302a18d7,,417.0,3521,525,525,4,31,92,620,432,2919,0.212471,0.212329,0.043011,0.049919,12,114,277,38,0.408602,0.446055,This proposal suggests accepting six new collateral assets for the Borrowing system on Optimism and Arbitrum. It means that holders of these tokens could borrow against them. The idea here is to a...,"The proposal is to start accepting new collateral assets for borrowing on Optimism and Arbitrum chains. These assets include LP tokens staked on Convex or StakeDAO, such as LUSD-3CRV, Curve 3CRV (..."
415,497,[ARFC] MaticX Risk Parameter Interest Rate Polygon v3 Upgrade,3,"This proposal seeks to upgrade the MaticX reserve on Polygon v3 in order to enable borrowing, introduce a BorrowCap and increase the SupplyCap. This will allow users to take advantage of liquidity...","This proposal seeks to upgrade the MaticX reserve on Polygon v3 in order to enable borrowing, introduce a BorrowCap and increase the SupplyCap. This will allow users to take advantage of liquidity...","title: [ARFC] MaticX Risk Parameter Interest Rate Polygon v3 Upgrade. discussion: [link] shortDescription: Update the MaticX reserve on Polygon v3 to enable borrowing, introduce a BorrowCap and in...",1676545200000,1676926800000,0xc290Cfb8D020c0615e9C63036f4319Cc41717E68,1676475908398,0x8abe6a2ae1134d6886f460d6648dc3a5d2f789e1b94e78f496e7f5ec5ff38697,https://governance.aave.com/t/arfc-maticx-polygon-v3-upgrade/11555,https://snapshot.org/#/aave.eth/proposal/0x8abe6a2ae1134d6886f460d6648dc3a5d2f789e1b94e78f496e7f5ec5ff38697,,418.0,2891,415,415,3,20,64,416,352,2508,0.181303,0.165803,0.046154,0.047962,4,224,102,20,0.307692,0.244604,"The Llama team, with support from Gauntlet, is proposing to upgrade the MaticX reserve on the Polygon blockchain. They want to allow for borrowing, add a BorrowCap, and increase the SupplyCap. The...",This proposal suggests upgrading the MaticX reserve on Polygon v3 to allow for borrowing and increase the limit on deposits. The aim is to expand the MaticX/wMATIC loop strategy and introduce rewa...
416,499,[AGIP 63] Aavegotchi X The Sandbox,29,This proposal is about launching the creation of two Aavegotchi experiences in four months. The first experience will be a single player game on a 2x2 land with multiple layers dedicated to Aavego...,This proposal is about launching the creation of two Aavegotchi experiences in four months. The first experience will be a single player game on a 2x2 land with multiple layers dedicated to Aavego...,Author: The GotchiFArmy ([GFA] The Gotchi FArmy6696 Gotchi ID: 8050 Quorum requirement: 20% (9M) Vote duration: 7 days XP Reward: 20 XP for each Aavegotchi in the voters wallet Discourse thread: [...,1676477143000,1677081900000,0xb8B95A513C2F754AE61087edfe0057c80513e649,1676477704329,0xfb622fe34ebf295d55d6d9a44d6da55176861f24c8d9393af7838cae393e6f7f,https://dao.aavegotchi.com/t/aavegotchi-x-sandbox-experience-proposal/4637,https://snapshot.org/#/aavegotchi.eth/proposal/0xfb622fe34ebf295d55d6d9a44d6da55176861f24c8d9393af7838cae393e6f7f,,420.0,4791,743,742,5,32,126,793,619,3995,0.203226,0.198448,0.039370,0.040302,17,182,273,45,0.354331,0.343829,"The GotchiFArmy is proposing to create and launch an Aavegotchi experience within the popular gaming platform, The Sandbox. The team believes this will bring more exposure and growth to the Aavego...",The GotchiFArmy (GFA) is proposing to create the Aavegotchi X The Sandbox Experience. This collaboration follows positive feedback from a previous concept and the support of the DAO. The goal is t...
417,500,[AGIP 62] Infinity Keys X Aavegotchi Paartnership,29,This proposal is about funding a series of gamified challenges that are designed to help onboard new players into the Aavegotchi community. This will involve providing XP rewards to users who comp...,This proposal is about funding a series of gamified challenges that are designed to help onboard new players into the Aavegotchi community. This will involve providing XP rewards to users who comp...,Author: Andy Boyan and chair Gotchi ID: 13482 Quorum requirement: 20% (9M) Vote duration: 7 days XP Reward: 20 XP for each Aavegotchi in the voters wallet Discourse thread: [link] This CoreProp is...,1676476776000,1677081600000,0xb8B95A513C2F754AE61087edfe0057c80513e649,1676477704480,0x69f0ac4e4dc5c651d56940ba4717fedcf8813743c4f5a27967317a8fb29e69da,https://dao.aavegotchi.com/t/infinity-keys-x-aavegotchi/4595,https://snapshot.org/#/aavegotchi.eth/proposal/0x69f0ac4e4dc5c651d56940ba4717fedcf8813743c4f5a27967317a8fb29e69da,,421.0,2512,514,514,3,19,86,430,429,2087,0.200000,0.205939,0.034483,0.044084,4,73,171,36,0.413793,0.396752,"This proposal by Andy Boyan is all about getting new players into Aavegotchi, a blockchain-based game. Andy and his team want to create a series of fun challenges that new users need to complete. ...",This proposal is to provide funding for the Infinity Keys X Aavegotchi Onboarding Hunt. The goal is to create a series of fun challenges for new players to learn about Aavegotchi and get involved ...
418,501,[Liquidity] Accelerating Pre Token Sale Private Investor Vestings,4,This is a proposal for the Gelato Network to decide whether or not to unlock tokens from pre token sale private investors that are currently locked. There are two options - Option 1 is to unlock t...,This is a proposal for the Gelato Network to decide whether or not to unlock tokens from pre token sale private investors that are currently locked. There are two options - Option 1 is to unlock t...,"Proposal to decide whether to accelerate pre token sale private investor vestings that are still locked until September 13th, 2023. See this forum post for a general outline about this proposal: [...",1676534739000,1676966739000,0xAabB54394E8dd61Dd70897E9c80be8de7C64A895,1676477705044,0x29d610276f933a291c158d212b6c55b2e719173a4490b54769e31cb8054a8513,https://commonwealth.im/gelatonetwork/discussion/10001-proposal-accelerating-private-investor-vestings,https://snapshot.org/#/gelato.eth/proposal/0x29d610276f933a291c158d212b6c55b2e719173a4490b54769e31cb8054a8513,,423.0,600,338,338,2,5,62,99,276,500,0.223827,0.197605,0.031746,0.050000,5,14,33,29,0.460317,0.330000,"This proposal is about deciding whether to move up the unlocking date of tokens bought by private investors during the early token selling stage, which are currently locked until September 13th, 2...","This proposal is about deciding whether to speed up the unlocking of tokens for private investors who participated in the pre-token sale. Currently, these tokens are locked until September 2023. O..."
419,502,[BIP-189] Great Migration wave 2,12,"This proposal is about migrating existing pools to newer versions of the pool. This involves two main steps. First, a group A transaction will be initiated by the DAO Multisig that grants it permi...","This proposal is about migrating existing pools to newer versions of the pool. This involves two main steps. First, a group A transaction will be initiated by the DAO Multisig that grants it permi...",[PR with multisig payload]([link]) Motivation. Now that the public disclosure regarding the issue has been made and new pool factories have been deployed its time to continue the "Great Migration....,1676570400000,1676916000000,0x9f74662aD05840Ba35d111930501c617920dD68e,1676484908712,0x3bd2e6c70a20a4dc096a968c1b365ede95f87db643b7a0f331557e7733a827d1,https://forum.balancer.fi/t/bip-189-great-migration-wave-2/4408,https://snapshot.org/#/balancer.eth/proposal/0x3bd2e6c70a20a4dc096a968c1b365ede95f87db643b7a0f331557e7733a827d1,,422.0,3188,655,655,5,28,108,462,548,2763,0.196721,0.167149,0.045872,0.060475,9,265,135,38,0.348624,0.291577,"This proposal outlines the next steps for the migration of several smaller cryptocurrency pools to a new system. Currently, some of these pools aren't paying protocol fees and this migration will ...","This proposal is about migrating certain pools to a new system. The migration will happen in two groups - Group A will add new gauges to the system immediately, while Group B will remove gauges fr..."
420,503,[BIP-184] Enable OHM/wstETH Gauge on Ethereum,12,This passage describes a proposal to add OHM/wstETH to the Balancer Gauge Controller. This would allow users of Olympus DAOs new liquidity product to deposit third-party LSDs or stablecoins and mi...,This passage describes a proposal to add OHM/wstETH to the Balancer Gauge Controller. This would allow users of Olympus DAO's new liquidity product to deposit third-party LSDs or stablecoins and m...,[PR with pull request]([link]) Summary: > Proposal to add OHM/wstETH to the Balancer Gauge Controller. Pool deployed [here]([link]) Gauge deployed [here]([link]) References/Useful links: > Link to...,1676570400000,1676916000000,0x9f74662aD05840Ba35d111930501c617920dD68e,1676484908718,0x350b3289e2e45ee5977f53bdf23cbb63b667f56e8470026b26939aa3b275144b,https://forum.balancer.fi/t/bip-184-enable-ohm-wsteth-gauge-on-ethereum/4383,https://snapshot.org/#/balancer.eth/proposal/0x350b3289e2e45ee5977f53bdf23cbb63b667f56e8470026b26939aa3b275144b,,424.0,5067,586,585,4,33,94,791,495,4312,0.189516,0.183399,0.042105,0.041667,11,319,258,34,0.357895,0.325758,"Olympus, a protocol on the Ethereum blockchain that works to establish OHM as a crypto-native reserve currency, wants to add an OHM/wstETH pool to the Balancer Gauge Controller. Olympus already ha...","This proposal suggests adding the OHM/wstETH pool to the Balancer Gauge Controller. The Olympus protocol aims to establish OHM as a stable reserve currency. OHM offers stability and scalability, b..."
